Film Workshop,1.34
All Net Productions,1.34
Victoires International,1.34
Clavius Base,1.33
Stage 6 Films,1.33
Two Ton Films,1.33
2DUX²,1.33
Braven Films,1.33
Legend3D,1.33
CiBy 2000,1.32
Arts Council of England,1.32
Sony Pictures Classics,1.32
CineSon Entertainment,1.31
Scion Films,1.31
New Century Entertainment Corporation,1.3
Avi Arad & Associates,1.3
Bad Robot,1.3
Dollface,1.29
Nimbus Film Productions,1.28
C.O.R.E. Feature Animation,1.28
Cloud Atlas Productions,1.28
Stone Group Pictures,1.27
Fu Works,1.27
Toho Company,1.26
Skydance Media,1.26
Full Crew/Say Yea,1.25
Blue Streak Films,1.25
Broadway Video,1.25
Artista Management,1.24
Pathé Entertainment,1.24
British Broadcasting Corporation (BBC),1.24
Silver Sphere Corporation,1.24
Archer Gray,1.24
Cinecorp SAC,1.23
"""DIA"" Productions GmbH & Co. KG",1.23
2003 Productions,1.23
Hawn / Sylbert Movie Company,1.2
Mundy Lane Entertainment,1.2
Medusa Film,1.2
Seven Arts Pictures,1.2
Millennium Films,1.2
Big City Pictures,1.2
26 Films,1.2
Beijing Skywheel Entertainment Co.,1.2
Onyx Films,1.2
Religioso Primitiva,1.19
MDP Worldwide,1.19
Peters Entertainment,1.18
Hopscotch Features,1.18
Walt Disney Productions,1.17
Channel Four Films,1.17
Pacific Western,1.17
Harpo Films,1.16
Pandora Cinema,1.16
Cent Productions Inc.,1.16
GK Films,1.16
Shapiro-Glickenhaus Entertainment,1.15
Film Andes S.A.,1.15
Forge,1.15
Memento Films Production,1.15
Imperative Entertainment,1.14
Cinematograph AB,1.13
Planet Productions,1.13
Panorama Films,1.13
Act III Communications,1.12
Cinerenta Medienbeteiligungs KG,1.12
CinemaNX,1.12
Callahan Filmworks,1.12
Verdi Productions,1.12
Seraphim Films,1.11
Forward Pass,1.11
Renaissance Films,1.1
Icon Entertainment International,1.1
Warner Bros. Animation,1.1
Burk A Project,1.1
Elysian Dreams,1.09
See-Saw Films,1.09
Hivemind,1.08
Broadway Pictures,1.08
Prettybird,1.08
Big Indie Pictures,1.08
Pyramania,1.08
Primate Pictures,1.07
Eagle Associates.,1.06
Cloud Ten Pictures,1.06
Sweet Tea Pictures LLC,1.06
De Laurentiis Entertainment Group (DEG),1.05
Bud Yorkin Productions,1.05
Live Entertainment,1.05
Pioneer LDC,1.05
Salon Pictures,1.05
Mulberry Square Productions,1.04
Rysher Entertainment,1.04
Gullane Pictures,1.04
"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)",1.04
micro_scope,1.04
CIP Filmproduktion GmbH,1.03
Baltimore Pictures,1.03
First Look International,1.03
Blue Tulip Productions,1.03
Babylon,1.03
Eros Worldwide,1.03
Alliance,1.03
Canana Films,1.03
Silver Screen Partners III,1.02
Avenue Pictures,1.02
Carolco Entertainment,1.02
Devoted Productions,1.02
Ghoulardi Film Company,1.02
double A Films,1.02
Funny Boy Films,1.02
Carolco International N.V.,1.01
Mystery Clock Cinema,1.01
3311 Productions,1.01
Osterman Weekend Associates,1.0
Pope Productions,1.0
Film Science,1.0
Worldview Entertainment,1.0
Goddard Textiles,1.0
RKO Pictures,0.99
Sandcastle 5 Productions,0.99
Toho Pictures,0.99
Eikon Film,0.99
Vivendi Entertainment,0.99
Block / Hanson,0.99
Astute Films,0.99
Sunbow Productions,0.98
Price Entertainment,0.98
Yash Raj Films,0.98
Broad Green Pictures,0.98
John Wells Productions,0.97
Last Holiday Productions,0.97
P2 Productions,0.97
Les Films Alain Sarde,0.96
IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG,0.96
Double Feature Films,0.96
Innovisions,0.94
Picture Securities,0.94
Deep River Productions,0.94
Jaffe-Lansing,0.93
Constellation Entertainment,0.93
Addis Wechsler Pictures,0.93
Shocking Bottle,0.93
Cannon Pictures,0.92
Lorimar Motion Pictures,0.92
White Eagle,0.92
Branti Film Productions,0.92
Material,0.92
Rogue,0.92
Bill Graham Films,0.91
Eleventh Street Production,0.91
Stacey Testro International,0.91
"Grisbi Productions, Le",0.91
Iconoclast,0.91
Les Armateurs,0.9
LBI Productions,0.9
Monarch Pictures,0.89
Crossroads Films,0.89
Winkler Films,0.89
Omega Entertainment,0.89
Caviar,0.89
The Ink Factory,0.89
Broken Lizard Industries,0.88
Eclectic Pictures,0.88
Fuller Films,0.87
AR Films,0.87
Constantin Film,0.86
TAFT Entertainment Pictures,0.86
900 Films,0.86
Why Not Productions,0.86
American Playhouse,0.85
Cinetel Films,0.84
Golden Way Films Ltd.,0.84
Emperor Multimedia Group (EMG),0.84
Chestnut Ridge Productions,0.84
Media Rights Capital (MRC),0.84
Touchwood Pacific Partners 1,0.83
Studio Trite,0.83
Wiseau-Films,0.83
Rastar Films,0.82
True West Films,0.82
Ascendant Pictures,0.82
Omnilab Media,0.82
20th Century Studios,0.82
JVC Entertainment Networks,0.81
Cheyenne Enterprises,0.81
Alphaville Films,0.81
360 Pictures,0.81
Exclusive Films,0.81
EMI Films,0.8
Zacharias-Buhai Productions,0.8
Award Entertainment,0.8
Avrora Media,0.8
Cliffjack Motion Pictures,0.8
Scott Free Productions,0.8
Blue Sky Films,0.8
FilmNation Entertainment,0.8
Rent Productions LLC,0.79
MWM Studios,0.79
Hunter Killer Productions,0.79
Challenge Film Corporation,0.78
Marked Entertainment,0.78
No Trace Camping,0.78
Laurence Mark Productions,0.77
Seagal/Nasso Productions,0.77
FGM Entertainment,0.76
Bel Air Entertainment,0.76
Bleecker Street Films,0.76
NBC Productions,0.75
Hydraulx,0.75
George Films,0.75
Barclays Mercantile Industrial Finance,0.74
Punch 21 Productions,0.74
LightWave Entertainment,0.74
Cloud Eight Films,0.74
Heron Productions,0.73
David Kirschner Productions,0.73
Baumgarten-Prophet Entertainment,0.73
OLC / Rights Entertainment,0.73
Paramount Classics,0.73
Elara Pictures,0.73
High School Sweethearts,0.72
Movision,0.72
Rifkin-Eberts,0.72
Forecast Pictures,0.72
Initial Pictures,0.71
Alcor Films,0.71
Hyde Park Entertainment,0.71
Aamir Khan Productions,0.71
Eaves Movie Ranch,0.7
Red Hour Films,0.7
Echo Lake Entertainment,0.7
Filmline Productions,0.69
Jim Henson Pictures,0.69
FilmFour,0.69
FTM Productions,0.69
Pressman Film,0.69
