star,hit rate,작품개수
Rufus Sewell,1.007419111111111,1
Rupert Everett,0.8628787698412698,3
Rupert Friend,2.3527901714285715,1
Russell Brand,2.9199070634920634,1
Russell Crowe,1.9389341721813032,14
Rutger Hauer,0.7184761612167113,6
Ruth Negga,1.439696111111111,1
Ryan Gosling,5.685195097143754,9
Ryan Guzman,1.9147921333333333,1
Ryan Kwanten,1.11910235,1
Ryan O'Neal,0.8348936785714285,4
Ryan Phillippe,0.9258663020191051,5
Ryan Potter,3.987089006060606,1
Ryan Reynolds,5.037579638701535,12
Sacha Baron Cohen,5.362564709340659,4
Saif Ali Khan,0.3414404761904762,1
Sally Field,3.6034984727777775,6
Sally Hawkins,10.068727422680412,1
Salma Hayek,4.6915395,1
Sam Elliott,3.4180825,1
Sam Neill,6.396697608272529,4
Sam Riley,0.38469508,1
Sam Rockwell,1.4240136457142856,5
Sam Shepard,0.7849005555555556,1
Sam Waterston,2.4097424305555557,1
Sam Worthington,4.790769570804822,5
Samantha Mathis,1.3629539166666667,1
Samara Weaving,9.6026295,1
Sammi Davis,0.03704292893860628,1
Samuel L. Jackson,1.5713552578502457,13
Samuel Le Bihan,2.4397553103448275,1
Samy Naceri,50.38246769230769,1
Sanaa Lathan,2.171762033333333,2
Sandra Bullock,4.2299255578075865,20
Saoirse Ronan,3.125630592253788,8
Sara Foster,0.027841714285714286,1
Sara Paxton,1.65455708,1
Sarah Bolger,2.794902090909091,1
Sarah Butler,0.639325,1
Sarah Jessica Parker,3.0926351972527475,4
Sarah Michelle Gellar,8.910819920634921,3
Sarah Miles,0.5863303773584906,1
Sarah Patterson,2.194667,1
Sarah Polley,2.678188857692308,2
Sasha Grey,0.6240829411764706,1
Scarlett Johansson,2.864921995115018,11
Schuyler Fisk,1.490150153846154,1
Scoot McNairy,10.120876,1
Scott Bakula,0.8406634441550925,4
Scott Eastwood,1.8513180882352942,1
Scott Glenn,1.121297515935829,3
Scott Grimes,0.8473984444444445,1
Scott McGinnis,0.12752777777777777,1
Scott Mechlowicz,0.66844941,2
Scott Patterson,10.542968425925926,1
Scott Shepherd,0.9145901794871795,1
Scott Speedman,9.156717333333333,1
Scott Weinger,18.001793535714285,1
Scout Taylor-Compton,3.9960805,2
Sean Astin,3.5627181418546368,3
Sean Bean,2.5399945,1
Sean Connery,2.683974623503132,14
Sean Faris,2.08137155,1
Sean Gullette,53.68586666666667,1
Sean Hayes,1.8273100333333334,1
Sean Maguire,2.8632531,1
Sean Nelson,2.3127474285714285,1
Sean Patrick Flanery,1.328665125,1
Sean Penn,2.079001818759109,17
Sean Young,0.3453775,1
Seann William Scott,2.2213903,1
Selena Gomez,1.98913415,1
Seth MacFarlane,2.1797439,1
Seth Rogen,5.22534146298733,8
Seung-Yun Lee,3.403957,1
Shad Moss,2.075826,1
Shah Rukh Khan,2.007980549206349,3
Shailene Woodley,7.007629486427298,5
Shameik Moore,3.3711080214285714,2
Shane Brolly,0.28981066666666666,1
Shane Carruth,77.91942857142857,1
Shane Harper,32.3381745,1
Shane McDermott,1.096255,1
Shane West,0.30944109375,1
Shannen Doherty,0.265320125,1
Shannon Elizabeth,2.130069636363636,1
Shaquille O'Neal,0.526899425,2
Shar-Ron Corley,0.7131016,1
Sharlto Copley,4.458187107590405,4
Sharni Vinson,16.102603983333335,2
Sharon Leal,3.5068628,1
Sharon Stone,1.0454164417410714,4
Shawn Ashmore,2.852282,1
Shawn Hatosy,1.0432174285714286,1
Shawn Wayans,3.5690524004934208,2
Shawnee Smith,0.43410226315789474,1
Shay Mitchell,5.5865620779220775,1
Sheila E.,3.6842376666666667,1
Shelley Long,2.0469291666666667,3
Sheri Moon Zombie,1.0299926666666666,1
Sheryl Lee,0.418499,1
Shia LaBeouf,3.1418544562431974,10
Shirley MacLaine,5.439949539583333,4
Shô Kosugi,18.811467142857143,1
Sid Haig,1.8094268571428571,3
Sidney Poitier,1.0344386666666667,2
Sidse Babett Knudsen,0.185147,1
Sienna Miller,0.510376,1
Sigourney Weaver,2.875193039771411,8
Simon Pegg,1.8127214154761908,3
Simon Rex,3.9189372,1
Sinbad,2.507167238095238,1
Sissy Spacek,0.4743287,1
Skyler Shaye,1.30065765,1
Snoop Dogg,0.5236783125,1
Sofia Mali,1.3284345555555555,1
Sonny Bono,3.336516,1
Sook-Yin Lee,2.7633375,1
Sophia Loren,0.6278140555555556,1
Sophie Marceau,0.024530085714285714,1
Sophie Nélisse,3.998036160087719,2
Stellan Skarsgård,0.49237921458333334,2
Stephan James,0.7162931714285714,1
Stephanie Leonidas,0.21674975,1
Stephen Caffrey,1.536651,1
Stephen Campbell Moore,18.296926923076924,1
Stephen Chow,4.760899125,2
Stephen Dillane,0.03714655555555556,1
Stephen Dorff,0.8426299044642858,4
Stephen Dunham,28.5605314,1
Stephen Fry,0.2158775,1
Stephen Lang,5.577519411885688,3
Stephen McHattie,0.021412,1
Stephen Spinella,0.203458,1
Steve Buscemi,1.4870388076923078,4
Steve Carell,4.408603151303749,18
Steve Coogan,2.4420923,1
Steve Guttenberg,5.225976354372952,6
Steve Howey,0.2090269375,1
Steve Irwin,2.756879,1
Steve Martin,2.1975465233288745,20
Steve Oedekerk,1.6994625,1
Steve Railsback,0.4641418,1
Steve Zahn,0.9707017847826087,2
Steven Bauer,1.1594461111111112,1
Steven Seagal,2.4227248224920634,10
Steven Soderbergh,0.04232,1
Steven Strait,1.87993835,1
Sting,0.2737437692307692,1
Storm Reid,1.32675864,1
Suki Waterhouse,0.033648333333333336,1
Sullivan Stapleton,3.0689095545454546,1
Sumi Shimamoto,8.736506,1
Sunny Suljic,0.9303022,1
Suraj Sharma,5.0751380416666665,1
Susan Sarandon,2.608457475277621,7
Sy Richardson,0.2102,1
Sylvester Stallone,2.795712873414004,32
Sylvia Kristel,9.385357142857142,1
T.I.,1.05852815,1
T.J. Miller,4.35553292,1
Tab Hunter,0.24254633333333334,1
Tadanobu Asano,0.7656720634920634,2
Tahar Rahim,1.3749264615384615,1
Taimak,2.5754284,1
Takehiro Murata,0.9941586923076923,1
Takeshi Kitano,1.5250594,1
Tami Erin,0.7139878,1
Tamlyn Tomita,2.9910123636363637,1
Tammy Lauren,3.1477538,1
Tanya Roberts,0.23113412,1
Taraji P. Henson,4.549049604242425,4
Taron Egerton,2.9255108869690636,4
Tate Donovan,2.9730835411764707,1
Tatsuo Matsumura,5.008403361344538e-05,1
Tatsuya Nakadai,0.3621115652173913,1
Taye Diggs,2.7242843287037037,3
Taylor Kitsch,0.7372749322834645,2
Taylor Lautner,2.345347285714286,1
Taylor Nichols,2.2709290625,1
Taylor Russell,17.30134188888889,1
Taylor Schilling,1.8782064583333333,2
Ted Danson,1.6943360769230769,1
Ted Levine,4.6672872,1
Tenzin Thuthob Tsarong,0.20302817857142857,1
Terence Knox,7.756651111111111,1
Terence Stamp,0.3325736,1
Teresa Palmer,30.381394897959183,1
Teri Garr,0.4633467678571429,2
Terrence Howard,8.415616785714287,1
Terry Farrell,2.5069922,1
Terry Kiser,6.846428928571428,1
Terry O'Quinn,1.0131973333333333,1
Terry Serpico,0.6469171428571429,1
Theresa Randle,0.41166158333333336,1
Theresa Russell,0.18426413333333333,2
Thom Mathews,6.490685666666667,1
Thomas Horn,1.381197025,1
Thomas Ian Nicholas,3.2719284666666666,2
Thomas Jane,1.901523784848485,4
Thomas Lennon,2.2021262,1
Thomas Mann,4.8476661875,2
Thora Birch,0.5143460434782609,1
Tiffany Haddish,1.773964894736842,1
Tiger Hu Chen,0.2185954,1
Tilda Swinton,2.2466554071428573,5
Tim Allen,3.061560296493784,9
Tim Curry,2.42778948,1
Tim Daly,0.10957433333333333,1
Tim Matheson,2.38402535,2
Tim Meadows,0.5726338333333333,1
Tim Robbins,1.0377628426190477,7
Tim Roth,1.2935000056360708,3
Timothy Balme,0.08087433333333334,1
Timothy Dalton,3.0799378468749996,2
Timothy Hutton,0.8288917414529914,3
Timothy Olyphant,3.1194837916666667,2
Timothy Spall,1.6489044444444443,2
Tina Fey,1.430823392857143,2
Tobey Maguire,2.4855059715807735,8
Tobin Bell,12.208598569696969,3
Toby Jones,0.20690761538461538,1
Todd Allen,3.6846865,1
Tom Arnold,0.14684663811855234,3
Tom Atkins,3.1851736363636363,2
Tom Berenger,2.2285659577388466,6
Tom Cruise,4.482784989577696,34
Tom Everett Scott,1.0694430457142858,2
Tom Green,1.024502,1
Tom Hanks,4.633372451040167,38
Tom Hardy,3.297253811782898,9
Tom Hiddleston,1.5994926634095634,2
Tom Holland,6.0520376275,2
Tom Hulce,0.090418,1
Tom Kenny,4.548321702252252,2
Tom McGrath,2.8296637954545454,1
Tom Selleck,3.750312319617225,5
Tom Waits,1.3675327272727273,1
Tom Welling,2.566746222222222,1
Tom Wilkinson,26.33128294117647,1
Tommy Flanagan,7.241466666666667,1
Tommy Lee Jones,2.006791066766775,12
Tommy Wiseau,0.8313635,1
Toni Attell,3.0191962857142856,1
Toni Collette,4.872109399999999,2
Tony Chiu-Wai Leung,2.6904298988198043,3
Tony Danza,2.5,1
Tony Goldwyn,3.447629376923077,1
Tony Jaa,0.03459,1
Tony Roberts,1.0555225,1
Tony Shalhoub,2.2795308594657375,2
Tony Todd,1.8563708452380951,2
Topher Grace,0.3282640434782609,1
Toshio Furukawa,0.2690128,1
Tracey Ullman,0.12761106666666666,1
Tracy Camilla Johns,40.78572571428571,1
Travis Fimmel,2.7440557125,1
Travis Tedford,2.926447043478261,1
Treat Williams,0.4795890324612403,4
Trevor Jackson,1.2987928125,1
Trey Parker,1.607666909672619,4
Ty Burrell,1.9013657862068964,1
Tye Sheridan,2.203312021904762,2
Tyler Perry,4.753044742261904,4
Tyrin Turner,7.974877714285714,1
Ulrich Mühe,38.678471,1
Ulrich Thomsen,1.2752138461538463,1
Uma Thurman,2.4924706125624376,7
Val Kilmer,1.2526277295834802,15
Vanessa Hudgens,6.4340798,1
Vanessa Williams,5.826780666666667,1
Vanilla Ice,0.19884366666666667,1
Vera Farmiga,7.8765625875000005,2
Veronica Taylor,4.959898866666666,2
Vicky Krieps,1.364474,1
Victor Love,0.6505605,1
Victor Wong,2.5257637346153845,2
Victoria Justice,0.8155258571428572,1
Viggo Mortensen,4.543647394858695,5
Vin Diesel,3.4616455086670963,15
Vince Vaughn,3.66527074548412,9
Vincent D'Onofrio,0.28904384615384615,1
Vincent Gallo,0.81182895,2
Vincent Perez,1.3782528461538461,1
Vincent Price,1.3928694485714286,2
Vincent Spano,0.44833833333333334,1
Vinnie Jones,0.23562086666666668,1
Viola Davis,1.8091595238095237,1
Virginia Madsen,6.028574083333333,2
Vivica A. Fox,1.7224192307692308,1
Wagner Moura,3.689787,1
Walter Matthau,1.356150803888889,3
Ward Horton,39.627581846153845,1
Warren Beatty,1.3168271121326294,6
Warren Christie,5.2472306,1
Warwick Davis,5.319011055555556,2
Wendi McLendon-Covey,2.6662965714285716,1
Wes Ramsey,1.01768,1
Wesley Snipes,1.8655033938510874,14
Whitney Houston,5.09075975,1
Whoopi Goldberg,3.1824180199078342,5
Wil Wheaton,6.53592675,1
Will Arnett,1.9850015733333333,3
Will Ferrell,2.2105494772468726,20
Will Forte,0.9322895,1
Will Friedle,2.06e-05,1
Will Smith,3.573755007390381,23
Willem Dafoe,0.4545828964028035,7
William Baldwin,0.12613172652173912,2
William H. Macy,5.964549910714285,2
William Hurt,1.6492544957289001,5
William Katt,6.481543666666667,1
William Petersen,1.72964435,2
William Ragsdale,0.39783786666666665,1
William Shatner,4.208062977586663,5
Willie Nelson,0.15782936363636363,1
Winona Ryder,1.7016881478550954,7
Winston Chao,6.933459,1
Woody Allen,0.8071228302667549,12
Woody Harrelson,1.0328312961429016,7
Y'lan Noel,10.542789384615384,1
Yara Shahidi,0.7500032222222223,1
Zac Efron,5.955914623446368,9
Zach Braff,4.5410236741666665,4
Zach Cregger,0.7652715,1
Zach Galifianakis,5.114612537857143,3
Zach Galligan,5.021888278989899,3
Zachary Gordon,4.014625452669553,3
Zachary Levi,3.65971656,1
Zachary Quinto,5.572582571428572,1
Zack Gottsagen,21.45668919354839,1
Zack Ward,0.009782733333333333,1
Zain Al Rafeea,16.10425075,1
Zhi-zhong Huang,5.7677694875,1
Ziyi Zhang,1.9087407294117646,1
Zoe Margaret Colletti,4.1818202,1
Zoe Saldana,1.787711,1
Zoey Deutch,2.3013821935672514,3
Zooey Deschanel,4.169360133333333,2
